id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,instagram,url,rss_url,domain,dw_nominate,ideal_point,seniority,next_election,state,district,missed_votes_pct,votes_with_party_pct,chamber,fblike.16.22.5.115,twtrfol-18-23-6-2015
D000598,1641,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000598.json,Susan,A.,Davis,D,RepSusanDavis,RepSusanDavis,1.04E+14,repsusandavis,http://www.house.gov/susandavis,,house.gov/susandavis,NA,NA,16,2014,CA,53,0,96.23,house,5510,3696
D000600,1717,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000600.json,Mario,NA,Diaz-Balart,R,MarioDB,mdiazbalart,1.20E+14,repmariodb,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/rss.xml,mariodiazbalart.house.gov,NA,NA,14,2014,FL,25,1.89,90.38,house,21316,18778
D000604,1799,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000604.json,Charlie,NA,Dent,R,,CongressmanDent,69862092533,,http://dent.house.gov,http://dent.house.gov/?a=RSS.Feed,dent.house.gov,NA,NA,12,2014,PA,15,0,94.34,house,5167,NA
D000610,1976,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000610.json,Ted,NA,Deutch,D,RepTedDeutch,CongressmanTedDeutch,1.12E+14,repteddeutch,http://teddeutch.house.gov,http://teddeutch.house.gov/news/rss.aspx,teddeutch.house.gov,NA,NA,8,2014,FL,21,5.66,96,house,9153,10074
D000612,1995,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000612.json,Jeffrey,NA,Denham,R,RepJeffDenham,RepJeffDenham,1.34E+14,repjeffdenham,http://denham.house.gov,http://denham.house.gov/rss.xml,denham.house.gov,NA,NA,6,2014,CA,10,0,86.79,house,8062,9118
D000614,2072,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000614.json,Sean,NA,Duffy,R,RepSeanDuffy,RepSeanDuffy,1.20E+14,repseanduffy,http://duffy.house.gov,http://duffy.house.gov/rss.xml,duffy.house.gov,NA,NA,6,2014,WI,7,1.89,92.31,house,19192,14429
D000615,2057,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000615.json,Jeffrey,NA,Duncan,R,RepJeffDuncan,RepJeffDuncan,1.87E+14,repjeffduncan,http://jeffduncan.house.gov,http://jeffduncan.house.gov/rss.xml,jeffduncan.house.gov,NA,NA,6,2014,SC,3,0,92.45,house,25723,25910
D000616,2062,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000616.json,Scott,NA,DesJarlais,R,DesJarlaisTN04,ScottDesJarlaisTN04,NA,desjarlaistn04,http://desjarlais.house.gov,http://desjarlais.house.gov/rss.xml,desjarlais.house.gov,NA,NA,6,2014,TN,4,5.66,94,house,3863,7367
D000617,2096,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000617.json,Suzan,K.,DelBene,D,RepDelBene,RepDelBene,4.84E+14,RepDelBene,http://delbene.house.gov,http://delbene.house.gov/rss.xml,delbene.house.gov,NA,NA,6,2014,WA,1,0,92.45,house,5824,6358
D000619,2126,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000619.json,Rodney,NA,Davis,R,RodneyDavis,RepRodneyDavis,3.24E+14,RepRodneyDavis,http://rodneydavis.house.gov,http://rodneydavis.house.gov/rss.xml,rodneydavis.house.gov,NA,NA,4,2014,IL,13,0,92.45,house,10216,5031
D000620,2133,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000620.json,John,NA,Delaney,D,RepJohnDelaney,congressmanjohndelaney,3.25E+14,,http://delaney.house.gov,http://delaney.house.gov/rss.xml,delaney.house.gov,NA,NA,4,2014,MD,6,0,77.36,house,3185,4404
D000621,2116,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000621.json,Ron,NA,DeSantis,R,RepDeSantis,RepDeSantis,4.64E+14,repdesantis,http://desantis.house.gov,http://desantis.house.gov/rss.xml,desantis.house.gov,NA,NA,4,2014,FL,6,0,92.45,house,13377,6525
D000622,2123,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000622.json,Tammy,NA,Duckworth,D,RepDuckworth,CongresswomanTammyDuckworth,1.12E+14,repduckworth,http://duckworth.house.gov,http://duckworth.house.gov/rss.xml,duckworth.house.gov,NA,NA,4,2014,IL,8,90.57,100,house,31026,9124
E000179,344,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000179.json,Eliot,L.,Engel,D,RepEliotEngel,RepEliotLEngel,1.03E+11,,http://engel.house.gov,http://engel.house.gov/rss/latest-news1.xml,engel.house.gov,NA,NA,28,2014,NY,16,14.58,100,house,50104,8233
E000215,355,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000215.json,Anna,G.,Eshoo,D,RepAnnaEshoo,RepAnnaEshoo,1.75E+11,repannaeshoo,http://eshoo.house.gov,http://eshoo.house.gov/rss/press-releases.xml,eshoo.house.gov,NA,NA,24,2014,CA,18,5.66,96,house,8599,9495
E000288,1857,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000288.json,Keith,NA,Ellison,D,KeithEllison,Keith.Ellison,7997462059,repkeithellison,http://ellison.house.gov,http://ellison.house.gov/index.php?format=feed&amp;type=rss,ellison.house.gov,NA,NA,10,2014,MN,5,1.89,98.08,house,43239,64233
E000290,1894,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000290.json,Donna,NA,Edwards,D,RepDonnaEdwards,1.07E+11,1.07E+11,,http://donnaedwards.house.gov,,donnaedwards.house.gov,NA,NA,10,2014,MD,4,3.77,96.08,house,12657,17563
E000291,2036,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000291.json,Renee,NA,Ellmers,R,RepReneeEllmers,reneeellmers,1.68E+14,repreneeellmers,http://ellmers.house.gov,http://ellmers.house.gov/common/rss//index.cfm?rss=49,ellmers.house.gov,NA,NA,6,2014,NC,2,0,83.02,house,12825,15156
E000293,2114,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000293.json,Elizabeth,NA,Esty,D,RepEsty,RepEsty,2.92E+14,RepEsty,http://esty.house.gov,http://esty.house.gov/rss.xml,esty.house.gov,NA,NA,4,2014,CT,5,0,92.45,house,4144,5543
F000030,368,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000030.json,Sam,NA,Farr,D,RepSamFarr,RepSamFarr,7018136294,repsamfarr,http://www.farr.house.gov,http://www.farr.house.gov/index.php/press-releases/?format=feed&amp;type=rss,www.farr.house.gov,NA,NA,24,2014,CA,20,3.77,96.08,house,8496,9216
F000043,371,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000043.json,Chaka,NA,Fattah,D,ChakaFattah,repfattah,1.66E+14,chakafattah,http://fattah.house.gov,http://fattah.house.gov/common/rss//index.cfm?rss=34,fattah.house.gov,NA,NA,22,2014,PA,2,0,96.23,house,15360,11083
F000372,414,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000372.json,Rodney,NA,Frelinghuysen,R,USRepRodney,rfrelinghuysen,NA,usreprodney,http://frelinghuysen.house.gov,http://frelinghuysen.house.gov/rss/top-news.xml,frelinghuysen.house.gov,NA,NA,22,2014,NJ,11,0,96.23,house,3863,1909
F000445,1683,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000445.json,J.,Randy,Forbes,R,Randy_Forbes,randyforbes,3.56E+11,,http://forbes.house.gov,http://forbes.house.gov/news/rss.aspx,www.house.gov,NA,NA,16,2014,VA,4,15.09,91.11,house,30118,14113
F000448,1707,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000448.json,Trent,NA,Franks,R,RepTrentFranks,TrentFranks,2.09E+11,reptrentfranks,http://franks.house.gov,http://franks.house.gov/rss.xml,franks.house.gov,NA,NA,14,2014,AZ,8,0,92.45,house,8234,17049
F000449,1793,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000449.json,Jeff,NA,Fortenberry,R,JeffFortenberry,jefffortenberry,48426842354,,http://fortenberry.house.gov,http://fortenberry.house.gov/rss/news-releases.xml,fortenberry.house.gov,NA,NA,12,2014,NE,1,0,96.23,house,4851,10360
F000450,1791,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000450.json,Virginia,NA,Foxx,R,VirginiaFoxx,RepVirginiaFoxx,NA,RepVirginiaFoxx,http://foxx.house.gov,http://foxx.house.gov/news/rss.aspx,foxx.house.gov,NA,NA,10,2014,NC,5,0,92.45,house,3863,12921
F000451,1797,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000451.json,Michael,G.,Fitzpatrick,R,RepFitzpatrick,RepFitzpatrick,1.32E+14,repfitzpatrickpa8,http://fitzpatrick.house.gov,http://fitzpatrick.house.gov/rss.xml,fitzpatrick.house.gov,NA,NA,6,2014,PA,8,5.66,92,house,13112,8420
F000454,1888,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000454.json,Bill,NA,Foster,D,RepBillFoster,CongressmanBillFoster,1.03E+11,repbillfoster,http://foster.house.gov,http://foster.house.gov/rss.xml,foster.house.gov,NA,NA,4,2014,IL,11,0,88.68,house,4204,4149
F000455,1895,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000455.json,Marcia,L.,Fudge,D,RepMarciaFudge,RepMarciaLFudge,2.79E+11,repmarciafudge,http://fudge.house.gov,http://fudge.house.gov/common/rss//index.cfm?rss=25,fudge.house.gov,NA,NA,10,2014,OH,11,0,92.45,house,28835,13839
F000456,1924,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000456.json,John,NA,Fleming,R,RepFleming,repjohnfleming,3.72E+11,repfleming,http://fleming.house.gov,http://fleming.house.gov/news/rss.aspx,fleming.house.gov,NA,NA,8,2014,LA,4,1.89,92.31,house,33593,10256
F000458,2064,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000458.json,Stephen,NA,Fincher,R,RepFincherTN08,RepFincherTN08,1.29E+14,repfinchertn08,http://fincher.house.gov,http://fincher.house.gov/rss.xml,fincher.house.gov,NA,NA,6,2014,TN,8,7.55,93.88,house,9820,7463
F000459,2061,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000459.json,Chuck,NA,Fleischmann,R,RepChuck,repchuck,1.90E+14,,http://fleischmann.house.gov,http://fleischmann.house.gov/rss.xml,fleischmann.house.gov,NA,NA,6,2014,TN,3,7.55,95.92,house,5418,6322
F000460,2067,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000460.json,Blake,NA,Farenthold,R,Farenthold,BlakeFarenthold,1.87E+14,farenthold,http://farenthold.house.gov,http://farenthold.house.gov/news/rss.aspx,farenthold.house.gov,NA,NA,6,2014,TX,27,0,92.45,house,5643,7494
F000461,2065,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000461.json,Bill,NA,Flores,R,RepBillFlores,RepBillFlores,1.46E+14,repbillflores,http://flores.house.gov,http://flores.house.gov/common/rss//index.cfm?rss=25,flores.house.gov,NA,NA,6,2014,TX,17,0,92.45,house,7299,9313
F000462,2119,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000462.json,Lois,NA,Frankel,D,RepLoisFrankel,RepLoisFrankel,1.38E+14,reploisfrankel,http://frankel.house.gov,http://frankel.house.gov/rss.xml,frankel.house.gov,NA,NA,4,2014,FL,22,0,96.23,house,11301,4563
G000289,446,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000289.json,Robert,W.,Goodlatte,R,RepGoodlatte,BobGoodlatte,6459789414,repgoodlatte,http://goodlatte.house.gov,http://goodlatte.house.gov/press_releases.rss,goodlatte.house.gov,NA,NA,24,2014,VA,6,0,94.34,house,9878,14592
G000377,1487,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000377.json,Kay,NA,Granger,R,RepKayGranger,RepKayGranger,49640749719,,http://kaygranger.house.gov,http://kaygranger.house.gov/rss.xml,kaygranger.house.gov,NA,NA,20,2014,TX,12,3.77,96.08,house,7042,8642
G000410,462,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000410.json,Gene,NA,Green,D,RepGeneGreen,RepGeneGreen,1.29E+11,,http://green.house.gov,http://green.house.gov/rss.xml,green.house.gov,NA,NA,24,2014,TX,29,9.43,83.33,house,3918,6879
G000535,478,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000535.json,Luis,V.,Gutierrez,D,RepGutierrez,RepGutierrez,91052833204,repgutierrez,http://gutierrez.house.gov,http://gutierrez.house.gov/rss.xml,gutierrez.house.gov,NA,NA,24,2014,IL,4,13.21,95.65,house,387293,41914
G000546,1656,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000546.json,Sam,NA,Graves,R,,1.19E+11,1.19E+11,,http://graves.house.gov,http://graves.house.gov/common/rss/index.cfm?rss=25,graves.house.gov,NA,NA,16,2014,MO,6,0,92.45,house,10103,NA
G000548,1737,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000548.json,Scott,NA,Garrett,R,RepGarrett,repscottgarrett,6756553401,,http://garrett.house.gov,http://garrett.house.gov/rss.xml,garrett.house.gov,NA,NA,14,2014,NJ,5,0,90.57,house,8509,4110
G000551,1708,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000551.json,Raúl,M.,Grijalva,D,RepraulGrijalva,Rep.Grijalva,73539896233,,http://grijalva.house.gov,http://grijalva.house.gov/common/rss/?rss=13,grijalva.house.gov,NA,NA,14,2014,AZ,3,5.66,96,house,17618,14026
G000552,1801,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000552.json,Louie,NA,Gohmert,R,RepLouieGohmert,50375006903,50375006903,replouiegohmert,http://gohmert.house.gov,http://gohmert.house.gov/news/rss.aspx,gohmert.house.gov,NA,NA,12,2014,TX,1,5.66,92,house,46567,46367
G000553,1803,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000553.json,Al,NA,Green,D,RepAlGreen,repalgreen,1.36E+14,,http://algreen.house.gov,http://algreen.house.gov/rss.xml,algreen.house.gov,NA,NA,12,2014,TX,9,0,88.68,house,6492,8342
G000559,1973,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000559.json,John,NA,Garamendi,D,RepGaramendi,repgaramendi,1.83E+11,repgaramendi,http://garamendi.house.gov,http://garamendi.house.gov/rss.xml,garamendi.house.gov,NA,NA,8,2014,CA,3,33.96,91.43,house,7256,11455
G000560,1979,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000560.json,Tom,NA,Graves,R,RepTomGraves,reptomgraves,1.05E+14,reptomgraves,http://tomgraves.house.gov,http://tomgraves.house.gov/news/rss.aspx,tomgraves.house.gov,NA,NA,8,2014,GA,14,0,90.57,house,11413,10385
G000563,2049,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000563.json,Bob,NA,Gibbs,R,RepBobGibbs,RepBobGibbs,1.91E+14,repbobgibbs,http://gibbs.house.gov,http://gibbs.house.gov/rss.xml,gibbs.house.gov,NA,NA,6,2014,OH,7,0,94.34,house,3724,8680
G000564,2043,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000564.json,Chris,NA,Gibson,R,RepChrisGibson,RepChrisGibson,1.90E+14,,http://gibson.house.gov,http://gibson.house.gov/news/rss.aspx,gibson.house.gov,NA,NA,6,2014,NY,19,5.66,86,house,8372,7836
G000565,1992,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000565.json,Paul,NA,Gosar,R,RepGosar,repgosar,1.04E+14,repgosar,http://gosar.house.gov,http://gosar.house.gov/rss.xml,gosar.house.gov,NA,NA,6,2014,AZ,4,11.32,93.62,house,8267,13420
G000566,2058,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000566.json,Trey,NA,Gowdy,R,TGowdySC,1.43E+14,1.43E+14,tgowdysc,http://gowdy.house.gov,http://gowdy.house.gov/news/rss.aspx,gowdy.house.gov,NA,NA,6,2014,SC,4,5.77,97.96,house,724130,185158
G000568,2070,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000568.json,Morgan,NA,Griffith,R,RepMGriffith,RepMorganGriffith,1.42E+14,,http://morgangriffith.house.gov,http://morgangriffith.house.gov/news/rss.aspx,morgangriffith.house.gov,NA,NA,6,2014,VA,9,0,88.68,house,5125,7910
G000571,2122,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000571.json,Tulsi,NA,Gabbard,D,TulsiGabbard,RepTulsiGabbard,3.92E+14,tulsigabbard,http://gabbard.house.gov,,gabbard.house.gov,NA,NA,4,2014,HI,2,0,96.23,house,26060,23360
H000324,511,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000324.json,Alcee,L.,Hastings,D,RepHastingsFL,95696782238,95696782238,,http://alceehastings.house.gov,http://alceehastings.house.gov/news/rss.aspx,www.alceehastings.house.gov,NA,NA,24,2014,FL,20,15.09,93.33,house,25677,1829
H000636,1490,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000636.json,Rubén,NA,Hinojosa,D,USRepRHinojosa,CongressmanRubenHinojosa,4.03E+11,,http://hinojosa.house.gov,http://hinojosa.house.gov/rss.xml,hinojosa.house.gov,NA,NA,20,2014,TX,15,18.87,93.02,house,5160,7198
H000874,566,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000874.json,Steny,H.,Hoyer,D,WhipHoyer,WhipHoyer,2.83E+11,repstenyhoyer,http://hoyer.house.gov,http://hoyer.house.gov/rss/press-releases.xml,hoyer.house.gov,NA,NA,36,2014,MD,5,3.77,90.2,house,40085,50929
H001034,1634,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001034.json,Michael,M.,Honda,D,RepMikeHonda,RepMikeHonda,15675385380,RepMikeHonda,http://honda.house.gov,http://honda.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,honda.house.gov,NA,NA,16,2014,CA,17,1.89,92.31,house,14413,18159
H001036,1749,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001036.json,Jeb,NA,Hensarling,R,RepHensarling,RepHensarling,7875604788,,http://hensarling.house.gov,http://hensarling.house.gov/atom.xml,hensarling.house.gov,NA,NA,14,2014,TX,5,0,94.34,house,7277,12559
H001038,1794,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001038.json,Brian,NA,Higgins,D,RepBrianHiggins,RepBrianHiggins,88144056440,repbrianhiggins,http://higgins.house.gov,http://higgins.house.gov/rss.xml,higgins.house.gov,NA,NA,10,2014,NY,26,10.42,95.35,house,6087,13448
H001045,1933,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001045.json,Gregg,NA,Harper,R,GreggHarper,GreggHarper,48248435938,,http://harper.house.gov,http://harper.house.gov/rss.xml,harper.house.gov,NA,NA,8,2014,MS,3,0,96.23,house,10942,11680
H001047,1913,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001047.json,Jim,NA,Himes,D,JAHimes,CongressmanJimHimes,85767418619,repjimhimes,http://himes.house.gov,http://himes.house.gov/rss.xml,himes.house.gov,NA,NA,8,2014,CT,4,0,86.79,house,6765,17203
H001048,1909,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001048.json,Duncan,D.,Hunter,R,Rep_Hunter,DuncanHunter,79072979038,rep_hunter,http://hunter.house.gov,http://hunter.house.gov/rss.xml,hunter.house.gov,NA,NA,8,2014,CA,50,0,96.23,house,16252,4129
H001051,2044,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001051.json,Richard,NA,Hanna,R,RepRichardHanna,reprichardhanna,1.72E+14,,http://hanna.house.gov,http://hanna.house.gov/rss/press1.xml,hanna.house.gov,NA,NA,6,2014,NY,22,1.89,90.38,house,5818,8377
H001052,2026,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001052.json,Andy,NA,Harris,R,RepAndyHarrisMD,AndyHarrisMD,5.09E+14,,http://harris.house.gov,http://harris.house.gov/rss.xml,harris.house.gov,NA,NA,6,2014,MD,1,3.77,96.08,house,3805,4745
H001053,2032,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001053.json,Vicky,NA,Hartzler,R,RepHartzler,Congresswoman.Hartzler,1.84E+14,rephartzler,http://hartzler.house.gov,http://hartzler.house.gov/rss.xml,hartzler.house.gov,NA,NA,6,2014,MO,4,0,92.45,house,8321,8278
H001055,2040,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001055.json,Joe,NA,Heck,R,RepJoeHeck,RepJoeHeck,1.55E+14,,http://heck.house.gov,http://heck.house.gov/rss.xml,heck.house.gov,NA,NA,6,2014,NV,3,15.09,88.89,house,5705,8169
H001056,2071,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001056.json,Jaime,NA,Herrera Beutler,R,HerreraBeutler,herrerabeutler,1.78E+14,herrerabeutler,http://herrerabeutler.house.gov,http://herrerabeutler.house.gov/news/rss.aspx,herrerabeutler.house.gov,NA,NA,6,2014,WA,3,0,92.45,house,7497,6686
H001057,2020,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001057.json,Tim,NA,Huelskamp,R,CongHuelskamp,congressmanhuelskamp,NA,,http://huelskamp.house.gov,http://huelskamp.house.gov/rss.xml,huelskamp.house.gov,NA,NA,6,2014,KS,1,1.89,92.31,house,3863,12003
H001058,2028,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001058.json,Bill,NA,Huizenga,R,RepHuizenga,RepHuizenga,1.46E+14,rephuizenga,http://huizenga.house.gov,http://huizenga.house.gov/news/rss.aspx,huizenga.house.gov,NA,NA,6,2014,MI,2,5.66,92,house,5598,9035
H001059,2015,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001059.json,Randy,NA,Hultgren,R,RepHultgren,RepHultgren,1.86E+14,rephultgren,http://hultgren.house.gov,http://hultgren.house.gov/rss.xml,hultgren.house.gov,NA,NA,6,2014,IL,14,5.66,96,house,5284,7952
H001060,2069,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001060.json,Robert,NA,Hurt,R,RepRobertHurt,RepRobertHurt,1.20E+14,reproberthurt,http://hurt.house.gov,http://hurt.house.gov/index.cfm/rss/feed,hurt.house.gov,NA,NA,6,2014,VA,5,0,96.23,house,12074,7963
H001063,2089,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001063.json,Janice,NA,Hahn,D,Rep_JaniceHahn,RepJaniceHahn,2.56E+14,RepJaniceHahn,http://hahn.house.gov,http://hahn.house.gov/rss.xml,hahn.house.gov,NA,NA,6,2014,CA,44,5.66,92,house,8615,6788
H001064,2170,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001064.json,Denny,NA,Heck,D,RepDennyHeck,CongressmanDennyHeck,5.48E+14,,http://dennyheck.house.gov,http://dennyheck.house.gov/rss.xml,dennyheck.house.gov,NA,NA,4,2014,WA,10,1.89,94.23,house,8105,3289
H001065,2143,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001065.json,George,NA,Holding,R,RepHolding,CongressmanGeorgeHolding,3.84E+14,repholding,http://holding.house.gov,http://holding.house.gov/rss.xml,holding.house.gov,NA,NA,4,2014,NC,13,0,92.45,house,18480,4529
H001067,2140,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001067.json,Richard,NA,Hudson,R,RepRichHudson,RepRichHudson,2.12E+14,reprichhudson,http://hudson.house.gov,http://hudson.house.gov/rss/press-releases.xml,hudson.house.gov,NA,NA,4,2014,NC,8,0,92.45,house,4160,5362
H001068,2101,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001068.json,Jared,NA,Huffman,D,RepHuffman,RepHuffman,2.00E+14,,http://huffman.house.gov,http://huffman.house.gov/rss.xml,huffman.house.gov,NA,NA,4,2014,CA,2,7.55,93.88,house,3974,4755
I000056,1640,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000056.json,Darrell,NA,Issa,R,DarrellIssa,darrellissa,19463427992,darrellissa,http://issa.house.gov,http://issa.house.gov/feed/,issa.house.gov,NA,NA,16,2014,CA,49,0,94.34,house,177160,192507
I000057,1663,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000057.json,Steve,NA,Israel,D,RepSteveIsrael,RepSteveIsrael,NA,RepSteveIsrael,http://israel.house.gov,http://israel.house.gov/rss.xml,israel.house.gov,NA,NA,16,2014,NY,3,7.55,91.84,house,3863,15787
J000032,588,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000032.json,Sheila,NA,Jackson-Lee,D,JacksonLeeTX18,1.69E+11,1.69E+11,repjacksonlee,http://jacksonlee.house.gov,http://jacksonlee.house.gov/rss.xml,jacksonlee.house.gov,NA,NA,22,2014,TX,18,0,90.57,house,22867,15518
J000126,599,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000126.json,Eddie,Bernice,Johnson,D,RepEBJ,CongresswomanEBJtx30,84096022067,repebj,http://ebjohnson.house.gov,http://ebjohnson.house.gov/rss.xml,ebjohnson.house.gov,NA,NA,24,2014,TX,30,0,94.34,house,9499,11468
J000174,603,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000174.json,Sam,NA,Johnson,R,SamsPressShop,RepSamJohnson,52454091867,,http://samjohnson.house.gov,http://samjohnson.house.gov/news/rss.aspx,samjohnson.house.gov,NA,NA,26,2014,TX,3,15.09,95.56,house,4342,3724
J000255,612,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000255.json,Walter,B.,Jones,R,RepWalterJones,15083070102,15083070102,,http://jones.house.gov,http://jones.house.gov/rss.xml,jones.house.gov,NA,NA,22,2014,NC,3,9.43,72.92,house,11835,12439
J000288,1843,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000288.json,Hank,NA,Johnson,D,RepHankJohnson,1.15E+11,1.15E+11,rephankjohnson,http://hankjohnson.house.gov,http://hankjohnson.house.gov/rss.xml,hankjohnson.house.gov,NA,NA,10,2014,GA,4,1.89,94.23,house,10631,12399
J000289,1868,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000289.json,Jim,NA,Jordan,R,Jim_Jordan,repjimjordan,35499336459,,http://jordan.house.gov,http://jordan.house.gov/news/rss.aspx,jordan.house.gov,NA,NA,10,2014,OH,4,0,88.68,house,15511,20798
J000290,1921,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000290.json,Lynn,NA,Jenkins,R,RepLynnJenkins,replynnjenkins,6974973662,replynnjenkins,http://lynnjenkins.house.gov,http://lynnjenkins.house.gov/common/rss/?rss=220,lynnjenkins.house.gov,NA,NA,8,2014,KS,2,0,92.45,house,11814,14424
J000292,2046,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000292.json,Bill,NA,Johnson,R,RepBillJohnson,RepBillJohnson,1.70E+14,repbilljohnson,http://billjohnson.house.gov,http://billjohnson.house.gov/news/rss.aspx,billjohnson.house.gov,NA,NA,6,2014,OH,6,0,92.45,house,11828,8961
J000294,2149,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000294.json,Hakeem,NA,Jeffries,D,RepJeffries,RepHakeemJeffries,1.18E+14,,http://jeffries.house.gov,http://jeffries.house.gov/rss.xml,jeffries.house.gov,NA,NA,4,2014,NY,8,0,94.34,house,4605,6717
J000295,2154,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000295.json,Dave,NA,Joyce,R,RepDaveJoyce,RepDaveJoyce,4.04E+14,repdavejoyce,http://joyce.house.gov,http://joyce.house.gov/rss/press-releases.xml,joyce.house.gov,NA,NA,4,2014,OH,14,1.89,94.23,house,5565,3783
