id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,instagram,url,rss_url,domain,dw_nominate,ideal_point,seniority,next_election,state,district,missed_votes_pct,votes_with_party_pct,chamber,fblike.16.22.5.115,twtrfol-18-23-6-2015
P000596,1953,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000596.json,Pedro,NA,Pierluisi,D,PedroPierluisi,pedropierluisi,NA,PedroPierluisi,http://pierluisi.house.gov,,pierluisi.house.gov,NA,NA,8,2014,PR,80,NA,NA,house,3863,41599
P000597,1927,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000597.json,Chellie,NA,Pingree,D,ChelliePingree,ChelliePingree,91529332807,ChelliePingree,http://pingree.house.gov,http://pingree.house.gov/rss/press-releases.xml,pingree.house.gov,NA,NA,8,2014,ME,1,0,96.23,house,7509,11786
P000598,1910,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000598.json,Jared,NA,Polis,D,JaredPolis,jaredpolis,53481427529,repjaredpolis,http://polis.house.gov,http://polis.house.gov/news/rss.aspx,polis.house.gov,NA,NA,8,2014,CO,2,0,88.68,house,38229,32639
P000599,1915,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000599.json,Bill,NA,Posey,R,CongBillPosey,bill.posey15,1.00E+14,,http://posey.house.gov,http://posey.house.gov/news/rss.aspx?DocumentTypeID=1487,posey.house.gov,NA,NA,8,2014,FL,8,0,96.23,house,NA,9403
P000601,2035,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000601.json,Steven,NA,Palazzo,R,CongPalazzo,stevenpalazzo,1.87E+14,,http://palazzo.house.gov,,palazzo.house.gov,NA,NA,6,2014,MS,4,0,92.45,house,6069,6576
P000602,2022,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000602.json,Mike,NA,Pompeo,R,RepMikePompeo,CongressmanPompeo,1.02E+14,repmikepompeo,http://pompeo.house.gov,http://pompeo.house.gov/news/rss.aspx,pompeo.house.gov,NA,NA,6,2014,KS,4,1.89,96.15,house,6734,7741
P000604,2097,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000604.json,Donald,M.,Payne Jr.,D,RepDonaldPayne,DonaldPayneJr,3.61E+14,repdonaldpaynejr,http://payne.house.gov,http://payne.house.gov/rss.xml,payne.house.gov,NA,NA,6,2014,NJ,10,3.77,94.12,house,8421,2828
P000605,2157,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000605.json,Scott,NA,Perry,R,RepScottPerry,Rep.ScottPerry,3.77E+14,repscottperry,http://perry.house.gov,http://perry.house.gov/rss.xml,perry.house.gov,NA,NA,4,2014,PA,4,0,88.68,house,8797,5491
P000606,2141,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000606.json,Robert,NA,Pittenger,R,RepPittenger,congressmanpittenger,3.76E+14,congressmanpittenger,http://pittenger.house.gov,http://pittenger.house.gov/rss.xml,pittenger.house.gov,NA,NA,4,2014,NC,9,0,92.45,house,2935,4139
P000607,2171,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000607.json,Mark,NA,Pocan,D,RepMarkPocan,repmarkpocan,4.37E+14,repmarkpocan,http://pocan.house.gov,http://pocan.house.gov/rss.xml,pocan.house.gov,NA,NA,4,2014,WI,2,5.66,96,house,15815,5114
P000608,2113,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000608.json,Scott,NA,Peters,D,RepScottPeters,CongressmanScottPeters,4.49E+14,repscottpeters,http://scottpeters.house.gov,http://scottpeters.house.gov/rss.xml,scottpeters.house.gov,NA,NA,4,2014,CA,52,0,75.47,house,4809,4952
Q000023,1967,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Q000023.json,Mike,NA,Quigley,D,RepMikeQuigley,repmikequigley,1.59E+11,repmikequigley,http://quigley.house.gov,http://quigley.house.gov/rss/press-releases.xml,quigley.house.gov,NA,NA,8,2014,IL,5,5.66,92,house,8654,11000
R000053,944,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000053.json,Charles,B.,Rangel,D,CBRangel,CBRangel,7390589055,cbrangel,http://rangel.house.gov,http://rangel.house.gov/rss.xml,rangel.house.gov,NA,NA,46,2014,NY,13,4.17,100,house,18886,22330
R000395,977,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000395.json,Harold,NA,Rogers,R,RepHalRogers,CongressmanHalRogers,6722039085,rephalrogers,http://halrogers.house.gov,http://halrogers.house.gov/news/rss.aspx,halrogers.house.gov,NA,NA,36,2014,KY,5,0,96.23,house,6478,5110
R000435,985,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000435.json,Ileana,NA,Ros-Lehtinen,R,RosLehtinen,iroslehtinen,2.87E+14,roslehtinen,http://ros-lehtinen.house.gov,http://ros-lehtinen.house.gov/rss.xml,ros-lehtinen.house.gov,NA,NA,28,2014,FL,27,0,86.79,house,24086,71113
R000486,997,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000486.json,Lucille,NA,Roybal-Allard,D,RepRoybalAllard,RepRoybalAllard,1.40E+14,reproybalallard,http://roybal-allard.house.gov,http://roybal-allard.house.gov/News/Rss.aspx,roybal-allard.house.gov,NA,NA,24,2014,CA,40,5.66,94,house,5790,3986
R000487,998,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000487.json,Ed,NA,Royce,R,RepEdRoyce,EdRoyce,6460640558,repedroyce,http://royce.house.gov,http://royce.house.gov/News/Rss.aspx,www.royce.house.gov,NA,NA,24,2014,CA,39,0,96.23,house,10910,11344
R000515,1003,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000515.json,Bobby,L.,Rush,D,RepBobbyRush,congressmanbobbyrush,2.31E+14,,http://rush.house.gov,http://rush.house.gov/rss.xml,rush.house.gov,NA,NA,24,2014,IL,1,16.98,90.91,house,18214,5364
R000570,1560,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000570.json,Paul,D.,Ryan,R,RepPaulRyan,reppaulryan,7123827676,,http://paulryan.house.gov,http://paulryan.house.gov/news/rss.aspx,paulryan.house.gov,NA,NA,18,2014,WI,1,0,96.23,house,NA,449046
R000575,1704,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000575.json,Mike,D.,Rogers,R,RepMikeRogersAL,1.72E+14,NA,repmikerogersal,http://mike-rogers.house.gov,http://mike-rogers.house.gov/rss.xml,mike-rogers.house.gov,NA,NA,16,2014,AL,3,7.55,95.92,house,3863,11792
R000576,1728,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000576.json,C.A. Dutch,NA,Ruppersberger,D,Call_Me_Dutch,1.85E+14,NA,,http://ruppersberger.house.gov,http://ruppersberger.house.gov/rss.xml,ruppersberger.house.gov,NA,NA,14,2014,MD,2,0,88.68,house,3863,5520
R000577,1756,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000577.json,Tim,NA,Ryan,D,RepTimRyan,timryan,1.22E+11,reptimryan,http://timryan.house.gov,http://timryan.house.gov/rss.xml,timryan.house.gov,NA,NA,14,2014,OH,13,39.62,90.63,house,35148,23103
R000578,1810,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000578.json,Dave,NA,Reichert,R,DaveReichert,repdavereichert,91504302598,repdavereichert,http://reichert.house.gov,http://reichert.house.gov/rss.xml,reichert.house.gov,NA,NA,12,2014,WA,8,0,90.57,house,7333,9929
R000580,1848,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000580.json,Peter,NA,Roskam,R,PeterRoskam,RepRoskam,NA,peterroskam,http://roskam.house.gov,http://roskam.house.gov/index.php?option=com_content&amp;view=section&amp;layout=blog&amp;id=13&amp;Itemid=100052&amp;format=feed&amp;type=rss,roskam.house.gov,NA,NA,10,2014,IL,6,7.55,95.92,house,3863,15134
R000582,1954,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000582.json,Phil,NA,Roe,R,DrPhilRoe,DrPhilRoe,1.31E+14,,http://roe.house.gov,,roe.house.gov,NA,NA,8,2014,TN,1,15.09,93.33,house,7029,9073
R000583,1916,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000583.json,Tom,NA,Rooney,R,TomRooney,reptomrooney,1.18E+11,,http://rooney.house.gov,http://rooney.house.gov/rss/press-releases.xml,rooney.house.gov,NA,NA,8,2014,FL,17,0,94.34,house,25019,13919
R000585,1982,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000585.json,Tom,NA,Reed,R,RepTomReed,RepTomReed,1.02E+14,,http://reed.house.gov,http://reed.house.gov/rss.xml,reed.house.gov,NA,NA,8,2014,NY,23,0,92.45,house,3877,6802
R000586,2048,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000586.json,Jim,NA,Renacci,R,RepJimRenacci,repjimrenacci,1.88E+14,repjimrenacci,http://renacci.house.gov,http://renacci.house.gov/?a=rss.feed,renacci.house.gov,NA,NA,6,2014,OH,16,0,92.45,house,7586,8650
R000587,2073,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000587.json,Reid,NA,Ribble,R,RepRibble,CongressmanReidRibble,1.57E+14,repribble,http://ribble.house.gov,http://ribble.house.gov/rss.xml,ribble.house.gov,NA,NA,6,2014,WI,8,0,90.57,house,5300,7853
R000588,2023,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000588.json,Cedric,NA,Richmond,D,RepRichmond,RepRichmond,1.98E+14,reprichmond,http://richmond.house.gov,http://richmond.house.gov/rss.xml,richmond.house.gov,NA,NA,6,2014,LA,2,0,90.57,house,6200,7186
R000589,2068,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000589.json,Scott,NA,Rigell,R,RepScottRigell,RepScottRigell,1.68E+14,scottrigell,http://rigell.house.gov,http://rigell.house.gov/news/rss.aspx,rigell.house.gov,NA,NA,6,2014,VA,2,0,92.45,house,27210,9429
R000591,1986,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000591.json,Martha,NA,Roby,R,RepMarthaRoby,Representative.Martha.Roby,1.75E+14,martharoby,http://roby.house.gov,http://roby.house.gov/rss.xml,roby.house.gov,NA,NA,6,2014,AL,2,0,96.23,house,14957,13782
R000592,2017,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000592.json,Todd,NA,Rokita,R,ToddRokita,RepToddRokita,1.83E+14,reptoddrokita,http://rokita.house.gov,http://rokita.house.gov/rss.xml,rokita.house.gov,NA,NA,6,2014,IN,4,7.55,95.92,house,12777,10904
R000593,2003,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000593.json,Dennis,NA,Ross,R,RepDennisRoss,dennis.ross.376,4.69E+14,repdennisross,http://dennisross.house.gov,http://dennisross.house.gov/news/rss.aspx,dennisross.house.gov,NA,NA,6,2014,FL,15,0,96.23,house,9044,8684
R000597,2160,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000597.json,Tom,NA,Rice,R,RepTomRice,reptomrice,4.03E+14,reptomrice,http://rice.house.gov,http://rice.house.gov/rss.xml,rice.house.gov,NA,NA,4,2014,SC,7,0,90.57,house,8095,3850
R000598,2158,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000598.json,Keith,NA,Rothfus,R,KeithRothfus,keithrothfus,1.34E+14,,http://rothfus.house.gov,http://rothfus.house.gov/rss/press-releases.xml,rothfus.house.gov,NA,NA,4,2014,PA,12,0,96.23,house,11313,2772
R000599,2109,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000599.json,Raul,NA,Ruiz,D,CongressmanRuiz,CongressmanRaulRuizMD,NA,,http://ruiz.house.gov,http://ruiz.house.gov/rss/press-releases.xml,ruiz.house.gov,NA,NA,4,2014,CA,36,0,90.57,house,3863,2813
S000018,1009,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000018.json,Matt,NA,Salmon,R,RepMattSalmon,RepMattSalmon,1.50E+14,repmattsalmon,http://salmon.house.gov,http://salmon.house.gov/rss.xml,salmon.house.gov,NA,NA,4,2014,AZ,5,0,92.45,house,11146,7040
S000030,1522,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000030.json,Loretta,NA,Sanchez,D,LorettaSanchez,LorettaSanchez,90966961167,,http://lorettasanchez.house.gov,http://lorettasanchez.house.gov/rss.xml,www.lorettasanchez.house.gov,NA,NA,20,2014,CA,46,11.32,93.62,house,11251,16444
S000051,1012,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000051.json,Mark,NA,Sanford,R,RepSanfordSC,RepSanfordSC,NA,repsanfordsc,http://sanford.house.gov,http://sanford.house.gov/rss.xml,sanford.house.gov,NA,NA,4,2014,SC,1,1.89,98.08,house,3863,1984
S000185,1037,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000185.json,Robert,C.,Scott,D,RepBobbyScott,CongressmanBobbyScott,1.24E+14,repbobbyscott,http://www.bobbyscott.house.gov,http://www.bobbyscott.house.gov/rss/press-releases.xml,www.bobbyscott.house.gov,NA,NA,24,2014,VA,3,0,96.23,house,8955,10029
S000244,1041,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000244.json,F.,James,Sensenbrenner,R,JimPressOffice,RepSensenbrenner,NA,,http://sensenbrenner.house.gov,http://sensenbrenner.house.gov/news/rss.aspx,sensenbrenner.house.gov,NA,NA,38,2014,WI,5,0,90.57,house,3863,2083
S000248,1042,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000248.json,José,E.,Serrano,D,RepJoseSerrano,RepJoseSerrano,2.73E+11,repjoseserrano,http://serrano.house.gov,http://serrano.house.gov/rss.xml,serrano.house.gov,NA,NA,28,2014,NY,15,0,96.23,house,16042,12227
S000250,1525,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000250.json,Pete,NA,Sessions,R,PeteSessions,petesessions,3.68E+11,congressmanpetesessions,http://sessions.house.gov,http://sessions.house.gov/?a=RSS.Feed,sessions.house.gov,NA,NA,20,2014,TX,32,0,96.23,house,8995,15439
S000344,1526,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000344.json,Brad,NA,Sherman,D,BradSherman,63158229861,63158229861,,http://bradsherman.house.gov,,sherman.house.gov,NA,NA,20,2014,CA,30,0,96.23,house,9926,7717
S000364,1527,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000364.json,John,NA,Shimkus,R,RepShimkus,repshimkus,1.24E+14,repshimkus,http://shimkus.house.gov,http://shimkus.house.gov/rss.xml,shimkus.house.gov,NA,NA,20,2014,IL,15,0,96.23,house,9289,12810
S000480,1069,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000480.json,Louise,M.,Slaughter,D,LouiseSlaughter,RepLouiseSlaughter,82424647700,louisemslaughter,http://www.louise.house.gov,http://www.louise.house.gov/rss/press-releases.xml,www.louise.house.gov,NA,NA,30,2014,NY,25,16.98,90.91,house,10576,11252
S000510,1528,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000510.json,Adam,NA,Smith,D,RepAdamSmith,RepAdamSmith,2.89E+14,repadamsmith,http://adamsmith.house.gov,http://adamsmith.house.gov/news/rss.aspx,adamsmith.house.gov,NA,NA,20,2014,WA,9,16.98,95.45,house,4935,9631
S000522,1071,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000522.json,Christopher,H.,Smith,R,RepChrisSmith,RepChrisSmith,NA,,http://chrissmith.house.gov,http://chrissmith.house.gov/News/Rss.aspx,chrissmith.house.gov,NA,NA,36,2014,NJ,4,0,94.34,house,3863,3309
S000583,1075,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S000583.json,Lamar,NA,Smith,R,LamarSmithTX21,LamarSmithTX21,1.08E+11,RepLamarSmith,http://lamarsmith.house.gov,http://lamarsmith.house.gov/rss.xml,lamarsmith.house.gov,NA,NA,30,2014,TX,21,0,96.23,house,10266,13279
S001145,1588,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001145.json,Jan,NA,Schakowsky,D,JanSchakowsky,janschakowsky,1.60E+11,janschakowsky,http://schakowsky.house.gov,http://schakowsky.house.gov/rss/press-releases.xml,schakowsky.house.gov,NA,NA,18,2014,IL,9,1.89,92.31,house,20347,16323
S001148,1590,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001148.json,Mike,NA,Simpson,R,CongMikeSimpson,96007744606,96007744606,,http://simpson.house.gov,http://simpson.house.gov/news/rss.aspx,simpson.house.gov,NA,NA,18,2014,ID,2,5.66,96,house,2974,3711
S001150,1635,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001150.json,Adam,B.,Schiff,D,RepAdamSchiff,RepAdamSchiff,9086721830,repadamschiff,http://schiff.house.gov,http://schiff.house.gov/common/rss/?rss=49,schiff.house.gov,NA,NA,16,2014,CA,28,0,96.23,house,33492,13076
S001154,1681,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001154.json,Bill,NA,Shuster,R,RepBillShuster,Rep.Shuster,54386677806,,http://shuster.house.gov,http://shuster.house.gov/common/rss//index.cfm?rss=49,shuster.house.gov,NA,NA,16,2014,PA,9,0,96.23,house,4985,11767
S001156,1757,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001156.json,Linda,T.,Sanchez,D,RepLindaSanchez,CongresswomanLindaSanchez,1.11E+14,replindasanchez,http://lindasanchez.house.gov,http://lindasanchez.house.gov/index.php/press-room/press-releases-76580,lindasanchez.house.gov,NA,NA,14,2014,CA,38,5.66,94,house,7452,7670
S001157,1722,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001157.json,David,NA,Scott,D,RepDavidScott,1.13E+11,1.13E+11,,http://davidscott.house.gov,http://davidscott.house.gov/news/rss.aspx,davidscott.house.gov,NA,NA,14,2014,GA,13,3.77,90.2,house,6531,7715
S001165,1818,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001165.json,Albio,NA,Sires,D,RepSires,81058818750,81058818750,repsires,http://sires.house.gov,http://sires.house.gov/rss.xml,sires.house.gov,NA,NA,12,2014,NJ,8,0,86.79,house,3960,8384
S001175,1890,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001175.json,Jackie,NA,Speier,D,RepSpeier,JackieSpeier,99332606976,jackiespeier,http://speier.house.gov,http://speier.house.gov/index.php?format=feed&amp;type=rss,speier.house.gov,NA,NA,10,2014,CA,14,1.89,94.23,house,20181,14839
S001176,1892,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001176.json,Steve,NA,Scalise,R,SteveScalise,RepSteveScalise,50936151681,stevescalise,http://scalise.house.gov,http://scalise.house.gov/rss.xml,scalise.house.gov,NA,NA,10,2014,LA,1,0,96.23,house,26205,11806
S001177,1962,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001177.json,Gregorio &#x27;Kilili&#x27;,Camacho,Sablan,I,,1.53E+11,1.53E+11,,http://sablan.house.gov,http://sablan.house.gov/rss.xml,sablan.house.gov,NA,NA,8,2014,MP,79,NA,NA,house,6135,NA
S001179,1920,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001179.json,Aaron,NA,Schock,R,AaronSchock,RepAaronSchock,70882853544,aaronschock,http://schock.house.gov,http://schock.house.gov/news/rss.aspx,schock.house.gov,NA,NA,8,2014,IL,18,1.89,94.23,house,35152,28305
S001180,1950,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001180.json,Kurt,NA,Schrader,D,RepSchrader,repschrader,94978896695,,http://schrader.house.gov,http://schrader.house.gov/news/rss.aspx,schrader.house.gov,NA,NA,8,2014,OR,5,5.66,66,house,7414,9510
S001183,1994,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001183.json,David,NA,Schweikert,R,RepDavid,repdavidschweikert,1.50E+14,repdavid,http://schweikert.house.gov,http://schweikert.house.gov/rss/press-releases.xml,schweikert.house.gov,NA,NA,6,2014,AZ,6,0,94.34,house,4843,11024
S001185,1988,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001185.json,Terri,NA,Sewell,D,RepTerriSewell,RepSewell,1.18E+14,repterriasewell,http://sewell.house.gov,http://sewell.house.gov/rss/press-releases.xml,sewell.house.gov,NA,NA,6,2014,AL,7,1.89,86.54,house,9941,8724
S001187,2047,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001187.json,Steve,NA,Stivers,R,RepSteveStivers,1.16E+14,1.16E+14,repstevestivers,http://stivers.house.gov,http://stivers.house.gov/news/rss.aspx,stivers.house.gov,NA,NA,6,2014,OH,15,1.89,92.31,house,5124,9142
S001188,1981,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001188.json,Marlin,NA,Stutzman,R,RepStutzman,CongressmanMarlinStutzman,1.09E+14,,http://stutzman.house.gov,http://stutzman.house.gov/press_releases.rss,stutzman.house.gov,NA,NA,8,2014,IN,3,1.89,94.23,house,6939,6219
S001189,2009,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001189.json,Austin,NA,Scott,R,AustinScottGA08,RepAustinScott,1.31E+14,,http://austinscott.house.gov,http://austinscott.house.gov/rss/press-releases.xml,austinscott.house.gov,NA,NA,6,2014,GA,8,1.89,96.15,house,34327,7724
S001191,2099,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001191.json,Kyrsten,NA,Sinema,D,RepSinema,CongresswomanSinema,2.34E+14,repsinema,http://sinema.house.gov,http://sinema.house.gov/index.cfm/rss/feed,sinema.house.gov,NA,NA,4,2014,AZ,9,1.89,65.38,house,19646,9731
S001192,2168,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001192.json,Chris,NA,Stewart,R,RepChrisStewart,RepChrisStewart,2.42E+14,RepChrisStewart,http://stewart.house.gov,http://stewart.house.gov/rss.xml,stewart.house.gov,NA,NA,4,2014,UT,2,0,96.23,house,12664,3504
S001193,2104,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001193.json,Eric,NA,Swalwell,D,RepSwalwell,CongressmanEricSwalwell,4.50E+14,repswalwell,http://swalwell.house.gov,,swalwell.house.gov,NA,NA,4,2014,CA,15,0,92.45,house,12211,8261
S001195,2191,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001195.json,Jason,,Smith,R,RepJasonSmith,repjasonsmith,NA,repjasonsmith,http://jasonsmith.house.gov,http://jasonsmith.house.gov/rss.xml,,NA,NA,4,NA,MO,8,1.89,94.23,house,3863,3150
T000193,1151,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000193.json,Bennie,NA,Thompson,D,BennieGThompson,7259193379,7259193379,benniegthompson,http://benniethompson.house.gov,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,benniethompson.house.gov,NA,NA,24,2014,MS,2,5.66,92,house,6132,4694
T000238,1155,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000238.json,William,M.,Thornberry,R,MacTXPress,repmacthornberry,7760165627,MacTXPress,http://thornberry.house.gov,,thornberry.house.gov,NA,NA,22,2014,TX,13,0,96.23,house,6061,3944
T000460,1593,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000460.json,Mike,NA,Thompson,D,RepThompson,RepMikeThompson,7109195747,,http://mikethompson.house.gov,http://mikethompson.house.gov/rss.xml,mikethompson.house.gov,NA,NA,18,2014,CA,5,0,92.45,house,6496,3956
T000462,1664,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000462.json,Pat,NA,Tiberi,R,TiberiPress,RepPatTiberi,90452932937,,http://tiberi.house.gov,http://tiberi.house.gov/news/rss.aspx,tiberi.house.gov,NA,NA,16,2014,OH,12,5.66,94,house,4185,3
T000463,1741,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000463.json,Michael,R.,Turner,R,RepMikeTurner,RepMikeTurner,9275036647,,http://turner.house.gov,http://turner.house.gov/news/rss.aspx,turner.house.gov,NA,NA,14,2014,OH,10,0,92.45,house,17742,6711
T000465,1884,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000465.json,Niki,NA,Tsongas,D,NikiInTheHouse,RepTsongas,1.31E+14,,http://tsongas.house.gov,http://tsongas.house.gov/rss/press-releases.xml,tsongas.house.gov,NA,NA,10,2014,MA,3,7.55,95.92,house,6657,8370
T000467,1952,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000467.json,Glenn,NA,Thompson,R,CongressmanGT,CongressmanGT,14463006747,congressman_gt,http://thompson.house.gov,http://thompson.house.gov/rss.xml,thompson.house.gov,NA,NA,8,2014,PA,5,0,92.45,house,3223,10350
T000468,1940,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000468.json,Dina,NA,Titus,D,RepDinaTitus,CongresswomanTitus,1.21E+14,dinatitusnv,http://titus.house.gov,http://titus.house.gov/rss.xml,titus.house.gov,NA,NA,4,2014,NV,1,13.21,95.65,house,6239,6678
T000469,1942,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000469.json,Paul,NA,Tonko,D,RepPaulTonko,paul.tonko,30671144824,reppaultonko,http://tonko.house.gov,http://tonko.house.gov/rss/press-releases.xml,tonko.house.gov,NA,NA,8,2014,NY,20,4.17,100,house,3804,9790
T000470,1997,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000470.json,Scott,NA,Tipton,R,RepTipton,CongressmanScottTipton,1.91E+14,,http://tipton.house.gov,http://tipton.house.gov/rss.xml,tipton.house.gov,NA,NA,6,2014,CO,3,0,92.45,house,4011,7567
T000472,2110,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000472.json,Mark,NA,Takano,D,RepMarkTakano,RepMarkTakano,2.62E+14,repmarktakano,http://takano.house.gov,http://takano.house.gov/rss.xml,takano.house.gov,NA,NA,4,2014,CA,41,0,96.23,house,24753,7904
U000031,1177,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/U000031.json,Fred,NA,Upton,R,RepFredUpton,RepFredUpton,2.12E+14,repfredupton,http://upton.house.gov,http://upton.house.gov/news/rss.aspx,upton.house.gov,NA,NA,30,2014,MI,6,0,94.34,house,7587,13104
V000081,1184,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000081.json,Nydia,M.,Velázquez,D,NydiaVelazquez,8037068318,NA,nydiavelazquez,http://www.house.gov/velazquez,,velazquez.house.gov,NA,NA,24,2014,NY,7,4.17,97.83,house,3863,7585
V000108,1188,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000108.json,Peter,J.,Visclosky,D,RepVisclosky,repvisclosky,1.19E+14,repvisclosky,http://visclosky.house.gov,http://visclosky.house.gov/rss.xml,visclosky.house.gov,NA,NA,32,2014,IN,1,1.89,90.38,house,4450,4814
V000128,1729,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000128.json,Chris,NA,Van Hollen,D,ChrisVanHollen,chrisvanhollen,1.09E+11,chrisvanhollen,http://vanhollen.house.gov,http://vanhollen.house.gov/rss.xml,vanhollen.house.gov,NA,NA,14,2014,MD,8,0,96.23,house,24198,23985
V000129,2105,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000129.json,David,NA,Valadao,R,RepDavidValadao,CongressmanDavidValadao,1.06E+14,repdavidvaladao,http://valadao.house.gov,http://valadao.house.gov/news/rss.aspx,valadao.house.gov,NA,NA,4,2014,CA,21,5.66,88,house,10155,3378
